,location
9114,other
9115,other
9117,other
9121,other
9122,other
9124,other
9125,other
9126,other
9131,other
9132,other
9135,other
9136,other
9139,other
9140,other
9141,other
9145,other
9146,other
9148,other
9151,other
9152,other
9154,other
9157,other
9158,other
9161,other
9165,other
9167,other
9168,other
9170,other
9171,other
9172,other
9174,other
9177,other
9180,other
9182,other
9184,other
9186,other
9187,other
9189,other
9190,other
9193,other
9195,other
9199,other
9204,other
9206,other
9207,other
9211,other
9212,other
9213,other
9214,other
9215,other
9219,other
9221,other
9228,other
9230,other
9233,other
9235,other
9237,other
9238,other
9241,other
9243,other
9250,other
9252,other
9253,other
9254,other
9256,other
9259,other
9260,other
9261,other
9266,other
9267,other
9269,other
9270,other
9271,other
9274,other
9277,other
9278,other
9281,other
9282,other
9283,other
9285,other
9287,other
9288,other
9289,other
9291,other
9293,other
9295,other
9296,other
9297,other
9298,other
9299,other
9301,other
9304,other
9305,other
9306,other
9308,other
9309,other
9314,other
9315,other
9316,other
9318,other
9319,other
9322,other
9325,other
9326,other
9328,other
9329,other
9330,other
9331,other
9332,other
9335,other
9337,other
9340,other
9342,other
9345,other
9348,other
9349,other
9350,other
9352,other
9353,other
9354,other
9355,other
9356,other
9357,other
9358,other
9359,other
9361,other
9364,other
9366,other
9368,other
9371,other
9372,other
9374,other
9378,other
9380,other
9383,other
9384,other
9385,other
9387,other
9388,other
9391,other
9393,other
9394,other
9395,other
9396,other
9398,other
9404,other
9405,other
9407,other
9408,other
9409,other
9410,other
9411,other
9412,other
9414,other
9428,other
9430,other
9433,other
9434,other
9438,other
9443,other
9445,other
9446,other
9447,other
9448,other
9449,other
9452,other
9454,other
9455,other
9457,other
9458,other
9459,other
9460,other
9461,other
9466,other
9467,other
9470,other
9472,other
9473,other
9474,other
9475,other
9477,other
9478,other
9479,other
9481,other
9485,other
9486,other
9488,other
9489,other
9492,other
9493,other
9496,other
9499,other
9500,other
9501,other
9502,other
9503,other
9505,other
9506,other
9508,other
9509,other
9510,other
9511,other
9515,other
9516,other
9520,other
9522,other
9528,other
9532,other
9533,other
9534,other
9536,other
9538,other
9542,other
9544,other
9549,other
9550,other
9552,other
9553,other
9554,other
9557,other
9558,other
9560,other
9562,other
9563,other
9565,other
9568,other
9570,other
9571,other
9573,other
9576,other
9577,other
9578,other
9579,other
9582,other
9584,other
9586,other
9592,other
9593,other
9594,other
9596,other
9597,other
9599,other
9600,other
9601,other
9602,other
9606,other
9607,other
9608,other
9611,other
9612,other
9613,other
9614,other
9621,other
9622,other
9628,other
9630,other
9632,other
9633,other
9634,other
9636,other
9637,other
9638,other
9641,other
9642,other
9643,other
9646,other
9648,other
9650,other
9654,other
9655,other
9656,other
9657,other
9658,other
9660,other
9662,other
9667,other
9669,other
9671,other
9675,other
9676,other
9677,other
9678,other
9679,other
9682,other
9683,other
9684,other
9685,other
9687,other
9690,other
9691,other
9692,other
9698,other
9699,other
9702,other
9706,other
9707,other
9709,other
9710,other
9711,other
9715,other
9720,other
9723,other
9724,other
9725,other
9726,other
9728,other
9732,other
9736,other
9740,other
9741,other
9743,other
9744,other
9745,other
9750,other
9753,other
9755,other
9757,other
9759,other
9762,other
9763,other
9764,other
9766,other
9773,other
9776,other
9777,other
9779,other
9781,other
9782,other
9786,other
9788,other
9790,other
9791,other
9793,other
9799,other
9800,other
9801,other
9802,other
9803,other
9805,other
9809,other
9810,other
9811,other
9813,other
9817,other
9818,other
9819,other
9820,other
9823,other
9824,other
9827,other
9830,other
9832,other
9833,other
9835,other
9843,other
9844,other
9846,other
9848,other
9852,other
9856,other
9858,other
9859,other
9860,other
9862,other
9863,other
9864,other
9865,other
9867,other
9869,other
9870,other
9872,other
9874,other
9876,other
9878,other
9884,other
9886,other
9889,other
9890,other
9894,other
9896,other
9897,other
9902,other
9903,other
9904,other
9905,other
9906,other
9908,other
9910,other
9916,other
9917,other
9920,other
9921,other
9924,other
9926,other
9927,other
9928,other
9929,other
9931,other
9933,other
9935,other
9937,other
9940,other
9942,other
9946,other
9947,other
9948,other
9950,other
9951,other
9953,other
9957,other
9959,other
9961,other
9962,other
9964,other
9968,other
9971,other
9977,other
9981,other
9983,other
9984,other
9986,other
9988,other
9991,other
9994,other
9995,other
9996,other
9998,other
9999,other
10000,other
10004,other
10006,other
10010,other
10011,other
10012,other
10013,other
10015,other
10016,other
10017,other
10019,other
10025,other
10028,other
10031,other
10036,other
10037,other
10038,other
10040,other
10042,other
10045,other
10048,other
10049,other
10050,other
10051,other
10052,other
10053,other
10054,other
10056,other
10057,other
10058,other
10061,other
10062,other
10065,other
10067,other
10069,other
10073,other
10075,other
10076,other
10077,other
10079,other
10080,other
10081,other
10083,other
10084,other
10085,other
10086,other
10088,other
10095,other
10096,other
10099,other
10103,other
10106,other
10107,other
10109,other
10110,other
10112,other
10115,other
10116,other
10120,other
10121,other
10125,other
10126,other
10127,other
10131,other
10132,other
10139,other
10142,other
10143,other
10144,other
10145,other
10146,other
10149,other
10150,other
10151,other
10152,other
10154,other
10155,other
10156,other
10166,other
10167,other
10169,other
10173,other
10175,other
10176,other
10177,other
10179,other
10182,other
10185,other
10186,other
10188,other
10189,other
10190,other
10191,other
10192,other
10194,other
10200,other
10201,other
10207,other
10212,other
10215,other
10218,other
10220,other
10222,other
10223,other
10225,other
10227,other
10231,other
10233,other
10234,other
10237,other
10238,other
10241,other
